CODIGOAPOYO;PINTADOAPOYO;X;Y;CODIGOGEOGRAFICO
18606;1249185;1105312;1280528;67
18791;1311999;1105342;1280608;67
19792;1328972;1105775;1280081;67
19793;1328956;1105779;1280081;67
19794;1328999;1105847;1280093;67
19795;1329006;1105844;1280110;67
19797;1329022;1105836;1280139;67
19799;1312341;1105291;1280570;67
19800;1312359;1105287;1280593;67
19801;1312375;1105274;1280611;67
19802;1312383;1105292;1280627;67
19805;1228722;1105580;1280098;67
19806;1328603;1105581;1280085;67
19807;1328611;1105572;1280084;67
21286;1204238;1105781;1280460;67
21287;1204246;1105778;1280482;67
21299;1204319;1105691;1280472;67
21300;1204327;1105692;1280502;67
21301;1204335;1105710;1280464;67
21302;1204343;1105689;1280438;67
21303;1313223;1105420;1280195;67
21305;1313231;1105400;1280199;67
21308;1204351;1105658;1280429;67
21310;1204378;1105646;1280430;67
21312;1204386;1105648;1280434;67
21315;1273272;1105669;1280443;67
21316;1313258;1105397;1280190;67
21317;1273281;1105684;1280437;67
21318;1313274;1105371;1280188;67
21319;1313282;1105375;1280181;67
21320;1313291;1105376;1280162;67
22585;1162098;1105575;1280159;67
22586;1162101;1105567;1280179;67
733303;2925478;1105410;1280733;67
733302;2925419;1105409;1280738;67
18309;1248987;1105376;1280491;67
18316;1248995;1105413;1280495;67
18317;1249002;1105413;1280486;67
18318;1249011;1105446;1280484;67
17835;1202995;1105459;1280395;67
17836;1203002;1105464;1280415;67
17837;1203011;1105462;1280442;67
19938;1312570;1105271;1280511;67
19945;1312596;1105236;1280474;67
19942;1312588;1105255;1280475;67
19947;1312600;1105255;1280476;67
19949;4947541;1105257;1280475;67
19952;4961170;1105258;1280456;67
19953;1312642;1105253;1280437;67
19954;1312651;1105240;1280437;67
19955;4961153;1105272;1280434;67
19957;1312685;1105240;1280447;67
19828;1312391;1105273;1280649;67
19829;1312405;1105238;1280637;67
21399;1329235;1105256;1279969;67
21400;1313541;1105506;1280216;67
21403;1313584;1105486;1280206;67
21404;1313592;1105509;1280211;67
21405;1313606;1105369;1280174;67
21406;1313614;1105375;1280150;67
21407;1313622;1105382;1280122;67
21408;1313631;1105343;1280175;67
21411;1313673;1105329;1280187;67
21412;1313681;1105355;1280221;67
21413;1313690;1105346;1280254;67
21414;1313703;1105366;1280258;67
21415;1313711;1105371;1280224;67
29781;1453700;1105410;1280755;67
29782;1453718;1105293;1280745;67
29784;1453734;1105267;1280711;67
29785;1453742;1105280;1280699;67
29786;1453751;1105267;1280695;67
29798;1411578;1105282;1280676;67
29799;1411586;1105281;1280656;67
209163;2877945;1105847;1280058;67
209164;2877953;1105835;1280063;67
209165;2877899;1105853;1280094;67
209166;2877902;1105846;1280094;67
209167;2877911;1105839;1280093;67
209168;2877929;1105842;1280091;67
209169;2878003;1105850;1280115;67
209170;2878011;1105847;1280114;67
31849;1274431;1104803;1280621;67
31850;1274449;1104810;1280599;67
31851;1274457;1104791;1280619;67
209171;2878020;1105851;1280144;67
32051;1330098;1105601;1280038;67
32062;1330217;1105590;1280035;67
31865;1274619;1104697;1280627;67
31866;1274627;1104676;1280626;67
31868;1274643;1104629;1280617;67
31869;1274651;1104623;1280595;67
31870;1274678;1104637;1280568;67
31871;1274686;1104635;1280549;67
31873;1274708;1104655;1280541;67
31874;1274716;1104661;1280540;67
31875;1274724;1104721;1280609;67
31876;1274732;1104731;1280579;67
31877;1274741;1104734;1280552;67
31878;1274759;1104711;1280592;67
29170;1314556;1105271;1280659;67
29171;1314572;1105181;1280667;67
29172;1314581;1105183;1280683;67
29173;1314599;1105178;1280698;67
29174;1262912;1104920;1280662;67
29175;1262921;1104900;1280647;67
29176;1262939;1104948;1280642;67
29177;1262947;1104967;1280636;67
32063;1330225;1105575;1280075;67
32064;1329791;1105441;1280004;67
32065;1329804;1105461;1280014;67
32066;1329812;1105492;1280018;67
32068;1329839;1105483;1280044;67
32069;1329847;1105485;1280068;67
32076;1329928;1105391;1280039;67
32077;1329936;1105401;1280032;67
29153;1314378;1105148;1280633;67
29154;1314386;1105121;1280630;67
29155;1314394;1105180;1280628;67
29156;1314408;1105164;1280629;67
29157;1314416;1105151;1280620;67
29158;1314424;1105119;1280615;67
29159;1314432;1105187;1280597;67
29160;1314441;1105190;1280565;67
29163;1314483;1105191;1280607;67
29164;1314491;1105197;1280593;67
29165;1314505;1105204;1280568;67
29166;1314513;1105208;1280548;67
29167;1314521;1105211;1280642;67
29168;1314530;1105227;1280652;67
29169;1314548;1105251;1280656;67
30241;1443429;1105045;1280698;67
29180;1262980;1104973;1280678;67
29818;1411799;1105156;1280715;67
29819;1453408;1105158;1280721;67
29820;1453416;1105149;1280717;67
29823;1453441;1105176;1280659;67
29824;1453459;1105170;1280666;67
29828;1453505;1105193;1280726;67
29829;1453513;1105221;1280738;67
29832;1411616;1105317;1280751;67
197332;2862905;1105713;1280346;67
209173;2878046;1105852;1280174;67
31469;1262670;1105094;1280612;67
31470;1262688;1105097;1280571;67
31472;1262700;1105066;1280570;67
31473;1262718;1105041;1280584;67
31474;1262726;1105070;1280534;67
31475;1262734;1105040;1280556;67
31476;1262742;1105036;1280553;67
31479;1262785;1105039;1280615;67
209174;2878054;1105849;1280170;67
209172;2878038;1105846;1280149;67
209175;2878071;1105846;1280181;67
31480;1262793;1104999;1280607;67
31481;1262807;1104990;1280636;67
31482;1262815;1104986;1280686;67
31483;1262823;1105081;1280629;67
31484;1262831;1105081;1280654;67
31485;1262840;1105077;1280667;67
31486;1262858;1105085;1280645;67
31487;1262874;1105084;1280665;67
31488;1262882;1105086;1280680;67
31495;1263056;1104871;1280659;67
31496;1263072;1104930;1280620;67
31497;1263081;1104949;1280616;67
31498;1263099;1104896;1280642;67
31499;1263102;1104905;1280634;67
31500;1263111;1104888;1280641;67
31501;1263129;1104887;1280608;67
31502;1263137;1104904;1280622;67
31503;1263145;1104888;1280585;67
31504;1263153;1104855;1280575;67
32078;1329944;1105386;1280061;67
32079;1329952;1105378;1280089;67
32081;1329987;1105373;1280095;67
32082;1329995;1105372;1280099;67
29712;1453173;1105267;1280735;67
29713;1453181;1105267;1280718;67
29714;1453190;1105276;1280722;67
32083;1330004;1105394;1280100;67
32084;1330012;1105386;1280141;67
32085;1330021;1105416;1280099;67
32086;1330039;1105425;1280090;67
32087;1330047;1105410;1280011;67
32088;1330055;1105403;1280030;67
32089;1330071;1105391;1280078;67
32090;1330080;1105407;1280087;67
30059;1453891;1105458;1280781;67
30060;1453904;1105453;1280764;67
31544;1263609;1105135;1280384;67
29768;1453556;1105393;1280767;67
29771;1453599;1105361;1280756;67
29772;1453602;1105355;1280762;67
29773;1453611;1105366;1280748;67
29774;1453629;1105370;1280741;67
29776;1453645;1105365;1280709;67
29777;1453653;1105358;1280700;67
29778;1453670;1105368;1280703;67
29779;1453688;1105381;1280692;67
30061;1453912;1105451;1280753;67
30062;1453921;1105451;1280734;67
30065;1453955;1105459;1280749;67
30066;1453971;1105466;1280714;67
30067;1453980;1105471;1280696;67
30068;1453998;1105478;1280698;67
30069;1454005;1105499;1280707;67
30070;1454013;1105521;1280701;67
30071;1454021;1105458;1280678;67
30072;1454030;1105443;1280676;67
30073;1454048;1105412;1280681;67
30074;1454056;1105426;1280691;67
30075;1454072;1105423;1280698;67
30076;1454081;1105392;1280666;67
30077;1454099;1105397;1280687;67
30078;1454102;1105415;1280712;67
30079;1454111;1105423;1280738;67
30080;1454129;1105471;1280674;67
30081;1454137;1105471;1280660;67
30082;1454145;1105467;1280644;67
30083;1454153;1105482;1280629;67
30084;1454170;1105472;1280791;67
30086;1454196;1105491;1280804;67
30087;1454200;1105516;1280808;67
32015;1275631;1104617;1280574;67
32016;1275640;1104622;1280573;67
31546;1263625;1105154;1280371;67
31547;1263633;1105159;1280374;67
31548;1263641;1105165;1280382;67
31549;1263650;1105134;1280422;67
31550;1263676;1105152;1280438;67
31551;1263684;1105162;1280415;67
31552;1263692;1105165;1280414;67
31555;1189000;1105126;1280383;67
31556;1189018;1105127;1280400;67
31557;1189026;1105134;1280340;67
31558;1189034;1105107;1280332;67
31559;1189042;1105067;1280329;67
31843;1274376;1104751;1280642;67
31847;1274414;1104800;1280648;67
31848;1274422;1104823;1280652;67
29780;1453696;1105385;1280727;67
734328;2898608;1105016;1280457;67
734329;2898616;1105762;1280228;67
36793;1485687;1105095;1280182;67
36794;1485695;1105066;1280198;67
36795;1485709;1105045;1280169;67
36796;1485717;1105095;1280231;67
36797;1485725;1105107;1280224;67
36798;1485733;1105134;1280245;67
36799;1485741;1105116;1280279;67
36800;1485750;1105127;1280295;67
36802;1512587;1105090;1280134;67
36803;1485784;1105128;1280149;67
36804;1485792;1105151;1280144;67
36808;1485831;1105145;1280137;67
36809;1485849;1105166;1280140;67
36810;1485857;1105121;1280019;67
36811;1485873;1105147;1280043;67
36812;1485881;1105089;1280056;67
36813;1485890;1105092;1280086;67
36814;1485903;1105090;1280106;67
36815;1485911;1104981;1280023;67
36816;1485920;1104994;1280013;67
36817;1485938;1105014;1279995;67
36818;1509926;1105014;1279968;67
35901;1449133;1105555;1280762;67
35902;1449141;1105547;1280757;67
35903;1449150;1105551;1280797;67
35904;1449176;1105554;1280807;67
35905;1449184;1105571;1280819;67
35906;1449192;1105596;1280823;67
35907;1449206;1105611;1280827;67
35910;1449231;1105668;1280823;67
38914;1454641;1104989;1280195;67
38915;1454650;1104981;1280210;67
38916;1454676;1104981;1280219;67
38918;1454692;1105020;1280221;67
38919;1454706;1105019;1280202;67
38920;1454714;1104966;1280206;67
38921;1454722;1104952;1280204;67
38922;1512471;1104931;1280199;67
38923;1512480;1104908;1280195;67
38924;1512498;1104979;1280245;67
38925;1512501;1104965;1280242;67
38926;1512510;1104964;1280267;67
38927;1512528;1105019;1280047;67
38928;1512536;1105019;1280127;67
35911;1449249;1105519;1280792;67
35912;1449257;1105546;1280751;67
35913;1449273;1105639;1280821;67
35914;1449281;1105657;1280823;67
35915;1449290;1105554;1280800;67
35916;1449303;1105558;1280808;67
35917;1449311;1105672;1280662;67
35918;1449320;1105664;1280639;67
35919;1449338;1105702;1280651;67
35920;1449346;1105732;1280651;67
35921;1449354;1105755;1280661;67
35922;1449371;1105675;1280625;67
35924;1449397;1105721;1280623;67
35925;1449401;1105738;1280621;67
35927;1449427;1105655;1280621;67
35929;1449443;1105607;1280626;67
35930;1449451;1105624;1280622;67
35931;1180916;1105601;1280610;67
38929;1512544;1105056;1280128;67
36819;1485946;1105018;1280008;67
36821;1485971;1104948;1280015;67
36822;1485989;1104950;1280021;67
36823;1485997;1104964;1280033;67
36824;1487001;1104972;1280061;67
36826;1487027;1104912;1280007;67
36827;1487035;1104916;1280014;67
36828;1487043;1104925;1280038;67
36829;1487051;1104946;1280058;67
36830;1487078;1104954;1280072;67
36831;1487086;1104906;1280041;67
36832;1487094;1104909;1280062;67
36833;1487108;1104904;1280084;67
36834;1487116;1104898;1280096;67
36835;1487124;1104904;1280106;67
36836;1487132;1104877;1280079;67
36837;1487141;1104888;1279980;67
36838;1487159;1104883;1279958;67
36839;1487175;1104743;1280001;67
36840;1487183;1104737;1280021;67
36841;1487191;1104727;1280050;67
36842;1487230;1104734;1280054;67
36843;1487205;1104730;1280085;67
36844;1487213;1104720;1280111;67
35932;1449478;1105664;1280693;67
35933;1449486;1105658;1280704;67
35934;1449494;1105653;1280717;67
38930;1512552;1105043;1280114;67
38931;1512579;1105084;1280129;67
38932;1512595;1105082;1280160;67
38933;1512609;1105066;1280126;67
38934;1512617;1105028;1280030;67
38935;1512625;1105047;1280028;67
733392;2931826;1105600;1280537;67
733393;2931834;1105602;1280429;67
36847;1487256;1104776;1280024;67
36848;1487272;1104803;1279988;67
36849;1487281;1104805;1279970;67
36850;1487299;1104757;1279933;67
36851;1487302;1104761;1279912;67
36852;1487311;1104762;1279893;67
36853;1487329;1104771;1279871;67
35935;1449532;1105662;1280720;67
35936;5608937;1105642;1280724;67
35937;1449516;1105616;1280716;67
35938;1449524;1105596;1280715;67
35939;1449541;1105563;1280707;67
35940;1449559;1105523;1280692;67
35941;1449575;1105504;1280697;67
35942;1449583;1105573;1280678;67
35943;1449591;1105561;1280653;67
35944;1449605;1105578;1280632;67
35945;1180908;1105579;1280606;67
35946;1449613;1105651;1280737;67
35948;1449630;1105646;1280735;67
35949;1449648;1105646;1280737;67
35950;1449656;1105647;1280757;67
35951;1449672;1105642;1280794;67
35952;1449681;1105634;1280821;67
35953;1449699;1105686;1280744;67
35954;1449702;1105717;1280749;67
35955;1449711;1105735;1280752;67
35956;1449729;1105741;1280751;67
35958;1449745;1105738;1280814;67
35959;1449753;1105732;1280827;67
35960;1449770;1105710;1280821;67
35961;1449788;1105691;1280823;67
35963;2703351;1105732;1280824;67
35964;1449818;1105675;1280641;67
35965;1449826;1105680;1280628;67
35967;1449842;1105702;1280622;67
36531;1435132;1105587;1280579;67
36532;1435141;1105586;1280574;67
36533;1435159;1105593;1280581;67
36535;1435183;1105623;1280520;67
36536;1435191;1105622;1280536;67
36537;1435205;1105631;1280537;67
36538;1435213;1105624;1280540;67
36539;1435221;1105673;1280589;67
36540;1435230;1105674;1280586;67
36541;1435248;1105672;1280572;67
36542;1435256;1105734;1280627;67
36543;1435272;1105750;1280614;67
36544;1435281;1105750;1280598;67
39237;1487531;1105128;1279974;67
39238;1487540;1105115;1279969;67
39239;1487558;1105109;1279999;67
39240;1487574;1105105;1280008;67
39244;2702495;1105037;1280024;67
39253;1487582;1105156;1279954;67
39254;1487591;1105180;1279958;67
36005;1462202;1105635;1280781;67
36006;1462211;1105638;1280750;67
36007;1462229;1105641;1280762;67
36008;1462237;1105630;1280782;67
36009;1462245;1105640;1280730;67
36010;1462253;1105634;1280768;67
36011;1462270;1105637;1280789;67
36012;1462288;1105631;1280788;67
36013;1462296;1105612;1280723;67
36014;1462300;1105587;1280722;67
36015;1462318;1105622;1280714;67
36016;1462326;1105564;1280696;67
36017;1462334;1105564;1280704;67
36018;1462342;1105488;1280691;67
35855;1433806;1105493;1280496;67
35856;1433814;1105494;1280509;67
36019;1462351;1105573;1280661;67
36020;1462377;1105582;1280625;67
36021;1462385;1105652;1280629;67
36022;1462393;1105666;1280644;67
36024;1462415;1105646;1280641;67
36026;1462431;1105681;1280602;67
36027;1462440;1105684;1280600;67
35968;1449851;1105731;1280808;67
35969;1449877;1105729;1280804;67
35974;1449923;1105678;1280734;67
35975;1449931;1105715;1280731;67
35976;1449940;1105742;1280746;67
35977;2895081;1105756;1280719;67
35978;2895056;1105757;1280686;67
35984;1450034;1105752;1280632;67
35986;1450051;1105745;1280642;67
35987;1450077;1105740;1280636;67
35988;1450085;1105731;1280643;67
35989;1450093;1105723;1280637;67
35991;1450115;1105663;1280630;67
35992;1450123;1105669;1280618;67
35993;1450131;1105669;1280682;67
35994;1450140;1105671;1280683;67
35995;1450158;1105651;1280736;67
35996;1450174;1105662;1280726;67
36611;1447807;1105601;1280531;67
36612;1447815;1105605;1280540;67
36613;1447823;1105510;1280460;67
36615;1447840;1105637;1280539;67
36616;1447858;1105630;1280541;67
36617;1447874;1105658;1280674;67
35997;1450182;1105684;1280728;67
35998;1450191;1105711;1280737;67
35999;2895102;1105757;1280740;67
36000;2895099;1105756;1280744;67
36001;2895013;1105761;1280664;67
36004;1462199;1105737;1280805;67
35857;1433822;1105491;1280532;67
35858;1433831;1105488;1280561;67
35859;1433849;1105483;1280575;67
35860;1433857;1105462;1280495;67
35861;1433873;1105444;1280483;67
35862;1433881;1105496;1280490;67
35863;1433890;1105507;1280471;67
35864;1433903;1105502;1280451;67
35866;1433920;1105509;1280497;67
35867;1180843;1105525;1280510;67
43198;1509918;1105022;1279947;67
43199;1509934;1105035;1279969;67
43209;1510045;1105004;1279924;67
43210;1510053;1104937;1279930;67
43214;1539507;1104925;1279964;67
43215;1539515;1104917;1279974;67
43216;1539523;1104921;1279975;67
43217;1539531;1104909;1279984;67
43218;1539540;1104905;1279953;67
43219;1539558;1104891;1279930;67
43220;1539574;1104915;1279910;67
43221;1539582;1104886;1279902;67
739051;4127226;1105774;1280466;67
43954;1180703;1105574;1280515;67
43955;1180711;1105600;1280520;67
43956;1180720;1105660;1280526;67
43957;1180738;1105639;1280542;67
43958;1180746;1105601;1280487;67
43959;1180754;1105611;1280470;67
43960;1180771;1105617;1280445;67
43961;1181009;1105624;1280436;67
43962;1180789;1105615;1280419;67
43963;1180797;1105592;1280419;67
43964;1180801;1105568;1280420;67
43965;1180819;1105561;1280417;67
43966;1180827;1105533;1280411;67
48457;1913387;1105091;1280532;67
48458;1913395;1105084;1280535;67
48459;1975137;1105054;1280562;67
48460;1975145;1105054;1280563;67
48461;1975153;1105012;1280588;67
48462;1975170;1105009;1280584;67
48463;1975188;1104976;1280612;67
48464;1975196;1104984;1280607;67
48465;1975200;1104947;1280628;67
48466;1975218;1104949;1280633;67
48467;1975226;1104909;1280655;67
48468;1975234;1104906;1280664;67
43234;1539728;1104910;1279980;67
43235;1539736;1104891;1279962;67
43236;1539744;1104885;1279959;67
43237;1539752;1104864;1279922;67
43238;1539779;1104871;1279921;67
43241;1539809;1104958;1280059;67
43242;1539817;1104960;1280069;67
43243;1539825;1104983;1280094;67
43244;1539833;1104979;1280096;67
43967;1180835;1105531;1280502;67
43968;1180878;1105532;1280513;67
43969;1180886;1105549;1280521;67
48351;1913298;1105138;1280520;67
48352;1913301;1105138;1280519;67
48353;1913310;1105127;1280510;67
48354;1913328;1105128;1280507;67
48355;1913336;1105146;1280502;67
43970;1180894;1105589;1280557;67
43971;1180932;1105559;1280612;67
43973;1180941;1105537;1280598;67
43975;1180975;1105524;1280595;67
43976;1180851;1105512;1280609;67
43977;1180983;1105495;1280595;67
43978;1180991;1105487;1280588;67
43979;1181017;1105487;1280599;67
48356;1913344;1105147;1280497;67
48358;1913379;1105157;1280488;67
43196;1509896;1105031;1279926;67
43197;1509900;1104973;1279914;67
52800;1919750;1104748;1280264;67
52801;1919741;1104713;1280245;67
52802;1919814;1104695;1280250;67
52805;1919776;1104787;1280279;67
52806;1919792;1104767;1280339;67
52807;1919784;1104768;1280305;67
57836;1873059;1104905;1280300;67
57849;1907107;1104732;1279979;67
57850;1907115;1104737;1279990;67
57851;1907123;1104741;1279937;67
57852;1907131;1104748;1279938;67
57855;1907174;1104760;1279892;67
57856;1907182;1104755;1279899;67
55657;1874420;1105020;1280301;67
55658;1874438;1104979;1280306;67
55659;1874446;1104965;1280304;67
55660;1874454;1104951;1280285;67
55661;1795007;1104952;1280341;67
55662;1795015;1104957;1280349;67
55663;1795023;1105010;1280310;67
55664;1795031;1105043;1280324;67
55665;1795040;1105043;1280321;67
55667;1795058;1105056;1280300;67
55668;1795074;1105055;1280262;67
55670;1795104;1105050;1280269;67
55672;1795121;1105045;1280340;67
55673;1795139;1105030;1280374;67
55674;1795147;1105033;1280323;67
63858;1873415;1104936;1280290;67
63859;1873423;1104948;1280308;67
63860;1873431;1104943;1280340;67
63861;1873440;1104935;1280360;67
61385;2080133;1105035;1280695;67
61386;2080125;1104986;1280689;67
66199;2110199;1104701;1280212;67
66200;2110181;1104711;1280181;67
63862;1873458;1104887;1280283;67
63863;1873474;1104881;1280246;67
63864;1873482;1104868;1280236;67
63865;1873491;1104877;1280229;67
63866;1873504;1104883;1280220;67
63867;1873512;1104894;1280182;67
63868;1873521;1104883;1280180;67
63869;1873539;1104873;1280282;67
63870;1873547;1104922;1280279;67
63871;1873555;1104929;1280285;67
63872;1873571;1104864;1280316;67
63873;1873580;1104859;1280341;67
63876;1873610;1104856;1280303;67
63878;1873636;1104826;1280275;67
755120;1260162;1105241;1280262;67
77207;2064405;1104751;1280428;67
77208;2064413;1104767;1280391;67
77209;2064421;1104762;1280370;67
77210;2064430;1104734;1280481;67
77211;2064448;1104739;1280505;67
77212;2064456;1104728;1280503;67
77214;2064481;1104752;1280560;67
77215;2064499;1104699;1280545;67
77216;2064502;1104696;1280530;67
77217;2064511;1104680;1280545;67
77218;2064529;1104660;1280542;67
77219;2064537;1104659;1280527;67
77220;2064545;1104656;1280531;67
77221;2064553;1104741;1280437;67
77222;2064570;1104717;1280441;67
77223;2064588;1104694;1280433;67
77224;2064596;1104700;1280442;67
77225;2064600;1104673;1280428;67
70716;2000377;1104972;1280399;67
70717;2000385;1104925;1280400;67
70718;2000393;1104891;1280391;67
70719;2000407;1104865;1280386;67
70720;2000415;1104999;1280402;67
70721;2000423;1104974;1280395;67
70722;2000431;1104944;1280382;67
70723;2000440;1104937;1280382;67
70724;2061481;1104902;1280379;67
70725;2000458;1104886;1280372;67
70726;2000474;1104868;1280376;67
74072;2179814;1105493;1280108;67
73631;2243474;1104839;1280442;67
73632;2243482;1104840;1280414;67
73633;2243491;1104854;1280400;67
73634;2001713;1104861;1280366;67
73636;2001730;1104890;1280472;67
73637;2001748;1104915;1280478;67
73638;2001756;1104859;1280480;67
73639;2001772;1104877;1280479;67
70727;2000482;1105032;1280405;67
70728;2000491;1105028;1280416;67
73518;2064618;1104845;1279933;67
73519;2064626;1104823;1279884;67
73523;2064677;1104852;1279892;67
70729;2000504;1105025;1280454;67
70730;2000512;1105050;1280382;67
70731;2000521;1105049;1280405;67
70732;2061473;1105083;1280414;67
70733;2061490;1104951;1280492;67
70734;2061708;1104930;1280482;67
70735;2061503;1104923;1280456;67
70736;2061511;1104941;1280425;67
70737;2061520;1104947;1280401;67
70738;2061538;1104917;1280518;67
70739;2061546;1104913;1280517;67
70740;2061554;1104914;1280529;67
70741;2061571;1104934;1280584;67
70742;2061589;1104955;1280582;67
70743;2061597;1104977;1280586;67
70744;2061716;1104979;1280495;67
70745;2061601;1105001;1280507;67
70746;2061619;1105004;1280509;67
70747;2061627;1105008;1280497;67
70748;2061635;1105045;1280519;67
70749;2061643;1105068;1280514;67
70750;2061724;1105009;1280512;67
70751;2061651;1105011;1280523;67
70752;2061678;1104997;1280557;67
70753;2061686;1105007;1280555;67
70754;2061694;1104989;1280577;67
70756;2064138;1104815;1280569;67
70757;2061741;1104927;1280496;67
70758;2061759;1104927;1280509;67
70759;2061775;1104915;1280553;67
70760;2061783;1104915;1280561;67
73335;2059193;1104789;1280358;67
73336;2059207;1104809;1280362;67
73337;2059215;1104831;1280360;67
85164;2059321;1104815;1280112;67
85165;2059339;1104827;1280085;67
85166;2059347;1104814;1280085;67
85167;2059355;1104776;1280073;67
85168;2059371;1104755;1280075;67
85169;2059380;1104742;1280072;67
85170;2059525;1104751;1280065;67
85171;2059398;1104742;1280079;67
85172;2059401;1104849;1280090;67
85237;2059606;1104833;1280033;67
85238;2059614;1104824;1280039;67
85239;2059622;1104788;1280024;67
85131;2059070;1104696;1280354;67
85132;2059088;1104701;1280341;67
85133;2059096;1104745;1280352;67
85134;2059100;1104681;1280310;67
85135;2059231;1104689;1280329;67
80779;2001781;1104857;1280481;67
80780;2001799;1104829;1280499;67
80781;2001802;1104821;1280542;67
80782;2001811;1104811;1280551;67
80783;2001829;1104805;1280564;67
80784;2001837;1104780;1280559;67
80785;2001845;1104758;1280558;67
80786;2001853;1104767;1280551;67
80787;2064146;1104853;1280560;67
80788;2064154;1104873;1280568;67
80789;2064171;1104823;1280467;67
80790;2064189;1104796;1280464;67
80791;2064197;1104831;1280438;67
80792;2064201;1104827;1280421;67
80793;2064219;1104834;1280395;67
80794;2064227;1104835;1280377;67
80795;2064243;1104796;1280454;67
80796;2064251;1104774;1280453;67
80797;2064278;1104824;1280485;67
80798;2064286;1104815;1280511;67
80799;2064294;1104807;1280524;67
80800;2064308;1104809;1280523;67
80801;2064316;1104809;1280510;67
80802;2064324;1104804;1280556;67
80803;2064332;1104812;1280580;67
80804;2064341;1104811;1280503;67
80805;2064359;1104807;1280501;67
85173;2059410;1104868;1280099;67
85174;2059428;1104808;1280170;67
85178;2059479;1104841;1280180;67
85179;2059487;1104877;1280189;67
85180;2059495;1104886;1280146;67
85181;2059509;1104788;1280175;67
85182;2059517;1104801;1280158;67
85183;2059533;1104791;1280198;67
85184;2059541;1104780;1280231;67
85185;2059550;1104799;1280232;67
85186;2059576;1104766;1280172;67
85187;2059584;1104729;1280158;67
85188;2059592;1104763;1280153;67
85191;2059282;1104768;1280058;67
85192;2059291;1104733;1280056;67
85193;2059304;1104731;1280045;67
85194;2059312;1104742;1280049;67
85195;2059631;1104870;1279991;67
85196;2059649;1104838;1280008;67
85197;2059657;1104834;1280052;67
85198;2059673;1104842;1280082;67
80806;2064375;1104822;1280459;67
80807;2064383;1104824;1280453;67
80808;2064391;1104832;1280394;67
85136;2059118;1104676;1280373;67
85137;2059126;1104663;1280399;67
85138;2059134;1104657;1280409;67
85139;2059142;1104657;1280423;67
85140;2840456;1104657;1280446;67
85141;2840472;1104646;1280486;67
85142;2840481;1104639;1280518;67
85143;2059240;1104648;1280518;67
85144;2059258;1104643;1280523;67
88843;2345986;1105191;1280645;67
88845;2347008;1105216;1280544;67
88846;2347016;1105214;1280494;67
88848;2347024;1105111;1280534;67
88849;2347032;1105157;1280335;67
88851;2347041;1105108;1280318;67
92936;2287137;1105686;1280504;67
92937;2287145;1105692;1280483;67
103196;2408805;1105269;1280173;67
103197;2408813;1105247;1280357;67
103198;2408830;1105229;1280357;67
95459;2357011;1105659;1280652;67
95461;2357020;1105654;1280639;67
103200;2408821;1105184;1280352;67
210106;2887827;1104885;1279933;67
119037;2598221;1105013;1280129;67
119038;2598230;1105003;1280128;67
119039;2598248;1105084;1280238;67
119040;2598256;1105078;1280234;67
119041;2598272;1105109;1280280;67
119042;2598281;1105114;1280283;67
119043;2598299;1105131;1280319;67
119044;2598302;1105129;1280318;67
119045;2598311;1105162;1280356;67
119046;2598329;1105162;1280352;67
119047;2598337;1105183;1280389;67
119048;2598345;1105179;1280392;67
117760;2495856;1105620;1280828;67
117761;2495872;1105625;1280829;67
117762;2495881;1105581;1280823;67
122288;2740702;1105007;1280075;67
122289;2740711;1104996;1280070;67
119508;2733137;1105201;1280010;67
121820;2703386;1105777;1280556;67
121821;2717204;1105771;1280552;67
121832;2703408;1105811;1280279;67
121833;2717212;1105816;1280280;67
121836;2707110;1104978;1280500;67
121839;2707128;1105011;1280515;67
121231;2501210;1104729;1280534;67
120277;2738406;1104932;1280498;67
120278;2738414;1104928;1280493;67
121233;2501228;1104724;1280551;67
121234;2501236;1104722;1280568;67
121235;2501244;1104721;1280568;67
121236;2501252;1104711;1280581;67
121347;2742551;1105784;1280094;67
121348;2742578;1105794;1280084;67
121349;2742586;1105798;1280083;67
119091;2485851;1105306;1280549;67
119096;2485621;1105261;1280502;67
119097;2485630;1105280;1280545;67
119100;2485770;1105314;1280585;67
119101;2485672;1105310;1280580;67
119102;2485681;1105335;1280617;67
119103;2485699;1105328;1280621;67
119104;2485702;1105351;1280651;67
119105;2485711;1105356;1280647;67
119106;2485737;1105411;1280724;67
119107;2485729;1105408;1280724;67
119108;2485745;1105428;1280758;67
119109;2485753;1105428;1280757;67
121840;2559471;1105000;1280538;67
121842;2559498;1104992;1280585;67
121843;2717182;1104986;1280592;67
121849;2559501;1104976;1280153;67
121854;2559510;1104984;1280121;67
121860;2559528;1104987;1280113;67
121861;2559536;1104969;1280108;67
121862;2717140;1104974;1280109;67
121863;2559544;1105009;1280129;67
121864;2559552;1105030;1280158;67
121865;2559579;1105041;1280190;67
121866;2559587;1105059;1280205;67
121868;2559609;1105061;1280239;67
121869;2717158;1105063;1280242;67
121190;2702479;1105064;1280026;67
119033;2598183;1105054;1280198;67
119034;2598191;1105061;1280203;67
121319;2501724;1105402;1280183;67
121320;2501716;1105411;1280161;67
119035;2598205;1105034;1280166;67
119036;2598213;1105029;1280168;67
121346;2742543;1105781;1280115;67
122287;2740699;1105009;1280079;67
117763;2495899;1105586;1280818;67
117764;2495911;1105535;1280809;67
120751;2741423;1105778;1280114;67
