CODIGOTRAMOBT;X1;Y1;X2;Y2;LONGITUD;ACOMETIDA
171817;471818;1558084;471855;1558108;0;S
171820;471817;1552857;471848;1552866;0;S
171823;471792;1557330;471861;1557269;0;S
171826;471854;1557854;471845;1557858;0;N
171829;471839;1558541;471841;1558490;0;S
171832;471897;1559063;471816;1559076;0;N
171835;471844;1561780;471846;1561810;0;S
171838;471854;1556334;471814;1556336;0;S
171841;471870;1559168;471812;1559197;0;N
171844;471824;1556832;471841;1556809;0;S
171847;471825;1556824;471859;1556848;0;S
171850;471852;1554583;471834;1554525;0;S
171853;471801;1553113;471864;1553081;0;S
171856;471811;1556312;471816;1556326;0;S
171859;471817;1556813;471860;1556807;0;S
171862;471862;1558183;471848;1558185;0;S
171865;471855;1552794;471837;1552810;0;S
171868;471845;1553101;471820;1553107;0;S
171871;471872;1557071;471865;1557109;0;S
171874;471850;1557305;471850;1557369;0;S
171877;471871;1558628;471844;1558613;0;S
171880;471846;1553014;471846;1552996;0;N
171883;471833;1556792;471849;1556837;0;S
171886;471815;1556428;471796;1556487;0;S
171889;471823;1556438;471804;1556482;0;S
171892;471832;1556440;471807;1556453;0;S
171895;471819;1556411;471838;1556450;0;S
171898;471809;1558756;471818;1558743;0;S
171901;471807;1556938;471772;1556896;0;S
171904;471773;1556876;471763;1556856;0;S
171907;471810;1556903;471819;1556914;0;S
171910;471800;1556924;471787;1556909;0;S
171913;471800;1556763;471831;1556730;0;S
171916;471794;1556875;471771;1556894;0;S
171919;471796;1556842;471784;1556842;0;S
171922;471774;1556508;471792;1556494;0;S
171925;471798;1556488;471769;1556485;0;S
171928;471810;1556813;471810;1556786;0;S
171931;471794;1556481;471810;1556514;0;S
171934;471823;1557079;471784;1557055;0;S
171937;471826;1562627;471794;1562616;0;S
171940;471788;1562657;471762;1562639;0;S
171943;471831;1562632;471835;1562640;0;S
171946;471827;1562616;471821;1562562;0;S
171949;471822;1556320;471785;1556314;0;S
171952;471845;1556293;471788;1556284;0;S
171955;471847;1556326;471841;1556327;0;S
171958;471828;1556331;471834;1556309;0;S
171961;471847;1556355;471848;1556336;0;S
171964;471859;1561277;471797;1561309;0;S
171967;471824;1552997;471773;1553016;0;S
171970;471793;1556754;471808;1556767;0;S
171973;471830;1562664;471844;1562622;0;N
171976;471817;1562598;471855;1562574;0;N
171979;471796;1556504;471822;1556433;0;N
171982;471831;1556835;471827;1556815;0;S
171985;471791;1561464;471845;1561458;0;S
171988;471793;1561450;471816;1561474;0;S
171991;471792;1557291;471818;1557294;0;S
171994;471832;1552913;471838;1552912;0;S
171997;471867;1552986;471818;1553028;0;S
172000;471847;1552980;471822;1552996;0;S
172003;471827;1552958;471840;1552975;0;S
172006;471827;1552957;471852;1552994;0;S
172009;471824;1553015;471828;1553000;0;S
172012;471827;1553121;471828;1553096;0;S
172015;471837;1553089;471838;1553155;0;S
172018;471867;1553102;471849;1553058;0;S
172021;471837;1553050;471851;1553086;0;S
172024;471833;1556821;471828;1556812;0;S
172027;471844;1556822;471846;1556828;0;S
172030;471834;1556838;471843;1556836;0;S
172033;471848;1556842;471841;1556829;0;S
172036;471889;1553109;471825;1553108;0;N
172039;471850;1556850;471855;1556832;0;S
172042;471822;1556831;471849;1556853;0;S
172045;471833;1559348;471831;1559345;0;S
172048;471845;1552979;471804;1552994;0;N
172051;471832;1552993;471831;1552989;0;N
172054;471859;1553029;471818;1553024;0;S
172057;471841;1553031;471840;1553024;0;S
172060;471830;1553025;471814;1553032;0;S
172063;471821;1556508;471806;1556484;0;S
172066;471835;1556872;471802;1556910;0;S
172069;471849;1556681;471810;1556669;0;S
172072;471759;1557252;471836;1557242;0;N
172075;471855;1556837;471845;1556821;0;S
172078;471820;1557466;471853;1557508;0;N
172081;471865;1561275;471850;1561262;0;N
172084;471830;1553013;471824;1553037;0;S
172087;471833;1556862;471825;1556864;0;S
172090;471838;1556826;471817;1556854;0;S
172093;471864;1556841;471856;1556819;0;S
172096;471861;1556841;471812;1556858;0;S
172099;471861;1561166;471809;1561131;0;S
172102;471888;1561167;471826;1561145;0;S
172105;471834;1561093;471852;1561174;0;S
172108;471833;1558090;471839;1558052;0;S
172111;471817;1557152;471862;1557136;0;S
172114;471872;1556703;471842;1556740;0;S
172117;471831;1558319;471809;1558315;0;S
172120;471831;1558249;471842;1558225;0;S
172123;471861;1558208;471827;1558219;0;S
172126;471845;1556847;471835;1556825;0;S
172129;471857;1556866;471850;1556842;0;S
172132;471801;1557775;471822;1557735;0;N
172135;471851;1557172;471816;1557197;0;S
172138;471864;1553372;471836;1553371;0;S
172141;471879;1553402;471827;1553364;0;N
172144;471853;1557102;471812;1557120;0;S
172147;471831;1553027;471848;1553027;0;S
172150;471841;1556824;471837;1556835;0;S
172153;471861;1556853;471841;1556848;0;S
172156;471853;1556851;471807;1556846;0;S
172159;471787;1558780;471849;1558816;0;S
172162;471827;1557232;471853;1557244;0;S
172165;471890;1557388;471849;1557320;0;N
172168;471898;1557293;471816;1557310;0;N
172171;471816;1557461;471850;1557473;0;N
172174;471867;1558575;471864;1558542;0;S
172177;471809;1556859;471860;1556855;0;S
172180;471817;1556856;471827;1556813;0;S
172183;471789;1558737;471861;1558776;0;S
172186;471815;1558785;471815;1558758;0;S
172189;471803;1558772;471854;1558792;0;S
172192;471805;1553302;471860;1553308;0;S
172195;471823;1553092;471831;1553103;0;S
172198;471830;1557514;471840;1557491;0;S
172201;471809;1559053;471861;1559027;0;S
172204;471803;1558710;471863;1558731;0;S
172207;471820;1558742;471828;1558719;0;S
172210;471871;1552793;471849;1552831;0;S
172213;471860;1552819;471861;1552823;0;S
172216;471842;1557240;471856;1557226;0;S
172219;471829;1557485;471829;1557444;0;N
172222;471823;1557835;471825;1557887;0;S
172225;471820;1558337;471866;1558322;0;S
172228;471879;1561525;471836;1561522;0;S
172231;471830;1553014;471846;1553059;0;S
172234;471836;1556362;471849;1556347;0;S
172237;471772;1558780;471863;1558776;0;S
172240;471835;1553396;471859;1553378;0;S
172243;471866;1561165;471844;1561190;0;S
172246;471836;1561147;471840;1561180;0;S
172249;471857;1561488;471846;1561462;0;S
172252;471822;1553004;471869;1553014;0;N
172255;471816;1553022;471829;1553020;0;N
172258;471819;1553049;471847;1553053;0;N
172261;471821;1553140;471866;1553098;0;S
172264;471835;1554547;471861;1554561;0;N
172267;471812;1557275;471862;1557272;0;S
172270;471826;1557424;471850;1557467;0;N
172273;471834;1557476;471868;1557470;0;N
172276;471893;1558252;471825;1558232;0;N
172279;471840;1558333;471845;1558344;0;S
172282;471828;1558428;471842;1558435;0;S
172285;471868;1553070;471840;1553054;0;S
172288;471807;1558065;471850;1558089;0;S
172291;471809;1553088;471844;1553065;0;S
172294;471863;1558272;471845;1558291;0;S
172297;471881;1558405;471869;1558378;0;S
172300;471835;1558611;471817;1558598;0;S
172303;471868;1559206;471833;1559177;0;S
172306;471844;1556823;471822;1556848;0;S
172309;471840;1556851;471817;1556817;0;S
172312;471811;1556855;471840;1556815;0;S
172315;471831;1556864;471819;1556859;0;S
172318;471875;1558598;471873;1558591;0;S
172321;471824;1556313;471846;1556340;0;N
172324;471808;1557253;471835;1557212;0;S
172327;471865;1557331;471868;1557299;0;S
172330;471835;1553409;471866;1553412;0;S
172333;471847;1556622;471832;1556603;0;S
172336;471843;1558742;471830;1558711;0;S
172339;471799;1558713;471858;1558728;0;S
172342;471857;1556869;471829;1556891;0;N
172345;471842;1556833;471847;1556872;0;S
172348;471809;1557598;471843;1557655;0;S
172351;471836;1561742;471859;1561744;0;S
172354;471838;1556837;471874;1556838;0;S
172357;471812;1556697;471848;1556687;0;N
172360;471834;1557199;471873;1557178;0;S
172363;471811;1558724;471837;1558715;0;S
172366;471847;1561175;471864;1561092;0;N
172369;471846;1561522;471852;1561475;0;S
172372;471828;1559042;471837;1559027;0;N
172375;471894;1552860;471841;1552796;0;N
172378;471872;1553085;471864;1553101;0;S
172381;471849;1558338;471821;1558346;0;S
172384;471848;1561801;471864;1561850;0;S
172387;471877;1553081;471828;1553117;0;S
172390;471851;1561349;471856;1561333;0;S
172393;471828;1558080;471854;1558055;0;S
172396;471838;1556831;471828;1556849;0;S
172399;471809;1558702;471848;1558733;0;S
172402;471859;1553109;471821;1553117;0;S
172405;471822;1558097;471848;1558099;0;S
172408;471906;1559016;471828;1558981;0;S
172411;471817;1552777;471840;1552769;0;S
172414;471871;1553041;471864;1553016;0;S
172417;471831;1553088;471874;1553077;0;S
172420;471864;1557482;471855;1557501;0;S
172423;471799;1558090;471852;1558090;0;N
172426;471822;1558548;471854;1558529;0;S
172429;471853;1558516;471860;1558488;0;S
172432;471810;1553438;471845;1553410;0;S
172435;471888;1561137;471833;1561172;0;S
172438;471830;1554689;471855;1554734;0;N
172441;471892;1558996;471866;1558954;0;S
172444;471811;1552919;471839;1552896;0;N
172447;471880;1552942;471844;1552969;0;N
172450;471844;1557223;471871;1557210;0;S
172453;471828;1558344;471867;1558312;0;S
172456;471828;1558339;471847;1558345;0;S
172459;471850;1559107;471861;1559098;0;S
172462;471859;1556879;471830;1556877;0;S
172465;471832;1561330;471824;1561331;0;S
172468;471867;1559202;471842;1559189;0;S
172471;471853;1553061;471842;1553028;0;S
172474;471848;1561127;471827;1561110;0;S
172477;471877;1553091;471839;1553027;0;S
172480;471878;1561514;471880;1561450;0;S
172483;471846;1561331;471869;1561360;0;S
172486;471830;1553007;471873;1553033;0;S
172489;471871;1553125;471841;1553100;0;S
172492;471841;1556902;471835;1556910;0;S
172495;471870;1557269;471835;1557233;0;S
172498;471851;1557331;471873;1557319;0;S
172501;471845;1558211;471875;1558263;0;S
172504;471859;1558553;471875;1558554;0;S
172507;471852;1558705;471826;1558704;0;S
172510;471804;1558740;471877;1558694;0;S
172513;471879;1561239;471827;1561292;0;N
172516;471851;1553022;471830;1553004;0;S
172519;471837;1556699;471867;1556685;0;S
172522;471842;1558728;471878;1558728;0;S
172525;471841;1556406;471845;1556444;0;S
172528;471842;1553000;471857;1552952;0;S
172531;471866;1553067;471842;1553057;0;S
172534;471848;1557154;471842;1557196;0;S
172537;471870;1559055;471827;1559040;0;S
172540;471884;1559266;471878;1559259;0;S
172543;471874;1553068;471855;1553080;0;S
172546;471852;1556583;471846;1556633;0;S
172549;471856;1557251;471881;1557317;0;S
172552;471834;1557668;471836;1557684;0;S
172555;471808;1561472;471846;1561507;0;N
172558;471863;1553035;471847;1553007;0;S
172561;471913;1552900;471847;1552964;0;N
172564;471788;1554709;471853;1554676;0;N
172567;471859;1556704;471835;1556770;0;N
172570;471858;1556874;471862;1556902;0;N
172573;471810;1558259;471876;1558276;0;N
172576;471884;1558421;471857;1558401;0;N
172579;471876;1558502;471830;1558498;0;S
172582;471848;1558749;471865;1558694;0;S
172585;471876;1552812;471847;1552803;0;S
172588;471883;1553081;471830;1553119;0;S
172591;471846;1557324;471842;1557319;0;S
172594;471846;1558357;471876;1558370;0;S
172597;471839;1558589;471838;1558574;0;S
172600;471837;1553077;471865;1553119;0;S
172603;471859;1552993;471834;1552980;0;S
172606;471882;1556395;471830;1556427;0;S
172609;471868;1556389;471884;1556426;0;S
172612;471840;1558276;471848;1558316;0;S
172615;471858;1558419;471842;1558439;0;S
172618;471867;1553056;471872;1553061;0;S
172621;471858;1552767;471832;1552773;0;S
172624;471843;1553007;471885;1553028;0;S
172627;471845;1553024;471882;1553039;0;S
172630;471892;1559148;471868;1559141;0;N
172633;471850;1553015;471852;1552976;0;S
172636;471918;1559229;471851;1559247;0;N
172639;471881;1556412;471880;1556434;0;S
172642;471864;1556407;471832;1556418;0;S
172645;471881;1552797;471880;1552760;0;S
172648;471889;1552847;471837;1552860;0;S
172651;471857;1553093;471854;1553089;0;S
172654;471840;1553113;471860;1553126;0;S
172657;471870;1561481;471842;1561535;0;S
172660;471862;1553059;471886;1553048;0;S
172663;471827;1556892;471848;1556898;0;S
172666;471845;1556379;471852;1556409;0;S
172669;471873;1556412;471870;1556418;0;S
172672;471882;1556393;471854;1556388;0;S
172675;471829;1557247;471858;1557269;0;S
172678;471880;1558582;471858;1558573;0;S
172681;471893;1559351;471838;1559314;0;S
172684;471868;1561228;471869;1561240;0;N
172687;471866;1552993;471854;1553022;0;S
172690;471847;1557189;471877;1557185;0;S
172693;471851;1558265;471847;1558277;0;S
172696;471832;1553083;471853;1553102;0;S
172699;471870;1561147;471880;1561164;0;S
172702;471835;1557273;471839;1557264;0;S
172705;471832;1558631;471888;1558607;0;S
172708;471793;1558766;471838;1558821;0;S
172711;471859;1552859;471876;1552850;0;S
172714;471882;1553068;471859;1553069;0;S
172717;471890;1553087;471887;1553118;0;S
172720;471776;1558735;471836;1558781;0;S
172723;471845;1561503;471837;1561472;0;S
172726;471827;1553036;471889;1552993;0;S
172729;471873;1552822;471853;1552825;0;S
172732;471926;1553122;471885;1553077;0;N
172735;471802;1556804;471795;1556858;0;S
172738;471871;1556300;471816;1556297;0;N
172741;471889;1556256;471874;1556282;0;S
172744;471853;1557887;471880;1557900;0;S
172747;471846;1557906;471866;1557859;0;S
172750;471828;1557541;471818;1557509;0;S
172753;471831;1562542;471805;1562510;0;S
172756;471785;1561478;471828;1561467;0;S
172759;471825;1561496;471825;1561499;0;S
172762;471847;1556602;471811;1556595;0;S
172765;471839;1556793;471846;1556783;0;S
172768;471807;1556827;471831;1556796;0;S
172771;471831;1556728;471847;1556767;0;S
172774;471811;1556698;471834;1556690;0;S
172777;471822;1556709;471847;1556693;0;S
172780;471825;1556733;471861;1556716;0;S
172783;471841;1557619;471826;1557643;0;S
172786;471861;1557625;471822;1557604;0;S
172789;471839;1557638;471830;1557648;0;S
172792;471817;1562531;471825;1562574;0;S
172795;471857;1562547;471859;1562563;0;S
172798;471811;1562577;471860;1562563;0;S
172801;471845;1557192;471819;1557191;0;S
172804;471807;1556455;471836;1556438;0;S
172807;471869;1556379;471871;1556420;0;S
172810;471858;1556405;471833;1556426;0;S
172813;471832;1556349;471846;1556377;0;S
172816;471804;1562558;471844;1562500;0;S
172819;471859;1562581;471865;1562532;0;S
172822;471847;1562565;471836;1562527;0;S
172825;471849;1556834;471816;1556828;0;S
172828;471808;1556335;471857;1556340;0;S
172831;471875;1556737;471816;1556726;0;S
172834;471857;1556761;471846;1556742;0;S
172837;471841;1556780;471863;1556828;0;S
172840;471874;1557044;471857;1557059;0;N
172843;471852;1557638;471858;1557616;0;S
172846;471837;1557604;471832;1557646;0;S
172849;471864;1557601;471885;1557570;0;S
172852;471809;1556820;471821;1556809;0;S
172855;471822;1556812;471858;1556816;0;S
172858;471867;1552878;471851;1552887;0;S
172861;471852;1558200;471838;1558173;0;S
172864;471893;1558174;471839;1558196;0;S
172867;471875;1558205;471873;1558196;0;S
172870;471835;1558184;471868;1558192;0;S
172873;471827;1557031;471836;1557067;0;S
172876;471863;1556820;471842;1556845;0;S
172879;471854;1552959;471867;1552923;0;S
172882;471883;1552988;471844;1552988;0;S
172885;471863;1552936;471863;1552958;0;S
172888;471826;1552953;471843;1552942;0;S
172891;471868;1552947;471885;1552947;0;S
172894;471842;1561098;471856;1561076;0;S
172897;471848;1556421;471877;1556419;0;S
172900;471846;1556389;471888;1556363;0;S
172903;471839;1556788;471825;1556776;0;S
172906;471851;1556781;471846;1556779;0;S
172909;471868;1556792;471860;1556788;0;S
172912;471851;1556806;471845;1556804;0;S
172915;471853;1559199;471878;1559220;0;S
172918;471847;1557617;471861;1557623;0;S
172921;471844;1556883;471836;1556905;0;S
172924;471804;1558584;471867;1558628;0;N
172927;471864;1553042;471859;1553101;0;N
172930;471845;1556388;471861;1556405;0;S
172933;471841;1556377;471857;1556423;0;S
172936;471851;1556416;471883;1556426;0;S
172939;471853;1556410;471834;1556460;0;S
172942;471840;1556427;471860;1556439;0;S
172945;471878;1556423;471884;1556393;0;S
172948;471854;1556425;471845;1556456;0;S
172951;471839;1558516;471866;1558484;0;S
172954;471839;1556890;471881;1556905;0;S
172957;471860;1556375;471884;1556443;0;S
172960;471884;1558983;471863;1558951;0;S
172963;471847;1556407;471840;1556402;0;S
172966;471861;1556375;471867;1556375;0;S
172969;471875;1556409;471847;1556375;0;S
172972;471862;1557621;471877;1557595;0;S
172975;471880;1558542;471856;1558588;0;N
172978;471887;1553079;471886;1553052;0;S
172981;471835;1556420;471871;1556383;0;N
172984;471890;1561166;471861;1561156;0;N
172987;471855;1556751;471871;1556803;0;N
172990;471838;1556776;471843;1556790;0;N
172993;471858;1557562;471889;1557574;0;S
172996;471850;1556943;471848;1556974;0;N
172999;471921;1557872;471883;1557880;0;N
173002;471890;1562610;471837;1562620;0;N
173005;471847;1561175;471873;1561201;0;S
173008;471860;1561159;471884;1561173;0;S
173011;471866;1553106;471843;1553128;0;S
173014;471883;1552856;471864;1552826;0;S
173017;471863;1553070;471853;1553092;0;S
173020;471892;1557664;471851;1557687;0;N
173023;471849;1557731;471880;1557722;0;N
173026;471862;1557679;471864;1557733;0;N
173029;471850;1557722;471878;1557720;0;N
173032;471891;1557797;471852;1557830;0;N
173035;471877;1557916;471884;1557880;0;S
173038;471830;1558168;471860;1558190;0;N
173041;471889;1558368;471889;1558357;0;S
173044;471869;1558463;471838;1558415;0;S
173047;471871;1558550;471856;1558576;0;S
173050;471917;1553416;471888;1553420;0;N
173053;471864;1553396;471884;1553396;0;N
173056;471812;1553436;471883;1553413;0;N
173059;471841;1553421;471881;1553390;0;N
173062;471841;1559103;471849;1559094;0;S
173065;471865;1552955;471871;1552940;0;S
173068;471874;1552929;471887;1552914;0;S
173071;471913;1557632;471864;1557645;0;N
173074;471841;1558042;471871;1557988;0;S
173077;471842;1558266;471864;1558264;0;S
173080;471892;1561807;471865;1561827;0;S
173083;471828;1561484;471859;1561533;0;S
173086;471883;1552780;471856;1552818;0;S
173089;471872;1553104;471876;1553102;0;S
173092;471907;1556622;471844;1556634;0;N
173095;471864;1557665;471852;1557639;0;S
173098;471800;1558075;471864;1558086;0;S
173101;471857;1557836;471890;1557821;0;S
173104;471846;1553025;471842;1553046;0;S
173107;471837;1552937;471843;1552956;0;S
173110;471868;1556966;471886;1556930;0;S
173113;471864;1558610;471896;1558593;0;S
173116;471911;1558648;471862;1558646;0;S
173119;471926;1558245;471877;1558207;0;S
173122;471860;1553073;471866;1553092;0;S
173125;471853;1561746;471866;1561724;0;S
173128;471892;1552986;471888;1553014;0;S
173131;471845;1557499;471876;1557435;0;N
173134;471840;1557737;471881;1557729;0;S
173137;471864;1558246;471848;1558277;0;S
173140;471864;1558363;471863;1558328;0;S
173143;471863;1558396;471869;1558393;0;S
173146;471870;1561814;471885;1561822;0;S
173149;471853;1561733;471893;1561782;0;N
173152;471876;1553090;471859;1553017;0;S
173155;471913;1552792;471864;1552764;0;N
173158;471862;1553026;471894;1553025;0;S
173161;471870;1557348;471856;1557360;0;S
173164;471947;1559318;471856;1559328;0;N
173167;471957;1558930;471854;1558889;0;S
173170;471853;1557116;471899;1557032;0;N
173173;471857;1558348;471856;1558362;0;N
173176;471899;1558462;471887;1558464;0;S
173179;471836;1559294;471882;1559228;0;S
173182;471875;1557584;471896;1557571;0;S
173185;471843;1557492;471848;1557462;0;S
173188;471898;1552898;471894;1552923;0;S
173191;471874;1552985;471887;1552937;0;S
173194;471857;1556776;471849;1556815;0;S
173197;471854;1556976;471851;1556983;0;N
173200;471813;1558069;471878;1558107;0;S
173203;471879;1556425;471898;1556387;0;S
173206;471867;1556395;471884;1556363;0;S
173209;471839;1556401;471852;1556360;0;S
173212;471836;1556405;471849;1556390;0;S
173215;471847;1556425;471851;1556406;0;S
173218;471871;1556410;471883;1556376;0;S
173221;471848;1556425;471858;1556406;0;S
173224;471862;1558626;471869;1558626;0;S
173227;471880;1558215;471886;1558206;0;S
173230;471928;1558950;471877;1558885;0;S
173233;471897;1553055;471882;1553077;0;S
173236;471850;1558288;471864;1558307;0;S
173239;471897;1558321;471883;1558314;0;S
173242;471865;1556264;471897;1556288;0;S
173245;471920;1559346;471865;1559406;0;N
173248;471896;1552994;471896;1552987;0;S
173251;471973;1558929;471881;1558860;0;S
173254;471999;1559436;471847;1559451;0;S
173257;471862;1553027;471884;1552980;0;S
173260;471886;1556766;471865;1556818;0;S
173263;471863;1558525;471863;1558545;0;S
173266;471908;1561436;471869;1561407;0;N
173269;471978;1558910;471879;1558877;0;S
173272;471879;1556393;471898;1556393;0;S
173275;471878;1556404;471847;1556428;0;S
173278;471882;1556410;471860;1556408;0;S
173281;471847;1556421;471847;1556386;0;S
173284;471871;1556413;471886;1556421;0;S
173287;471892;1558231;471875;1558233;0;S
173290;471874;1556397;471856;1556427;0;S
173293;471895;1553003;471866;1553021;0;S
173296;471879;1556781;471887;1556834;0;N
173299;471881;1558341;471903;1558359;0;S
173302;471897;1558448;471881;1558432;0;N
173305;471883;1553015;471896;1553047;0;S
173308;471861;1561105;471855;1561101;0;S
173311;471831;1561292;471855;1561285;0;S
173314;471883;1557386;471884;1557375;0;S
173317;471866;1553126;471858;1553090;0;S
173320;471866;1552985;471888;1553000;0;S
173323;471896;1553036;471854;1553097;0;S
173326;471866;1557014;471880;1556996;0;S
173329;471964;1558954;471897;1558866;0;S
173332;471887;1553114;471883;1553106;0;S
173335;471902;1558285;471893;1558277;0;S
173338;471891;1556423;471868;1556367;0;S
173341;471840;1556374;471871;1556363;0;S
173344;471858;1556414;471888;1556400;0;S
173347;471859;1556399;471862;1556372;0;S
173350;471880;1556413;471882;1556365;0;S
173353;471862;1556405;471868;1556382;0;S
173356;471913;1553056;471871;1553026;0;S
173359;471860;1561107;471892;1561096;0;S
173362;471841;1558079;471891;1558112;0;S
173365;471902;1553082;471899;1553077;0;S
173368;471847;1557198;471851;1557205;0;S
173371;471865;1558636;471902;1558663;0;S
173374;471868;1553083;471858;1553073;0;S
173377;471946;1558947;471855;1558912;0;S
173380;471899;1558942;471872;1558914;0;S
173383;471848;1561143;471878;1561114;0;S
173386;471842;1561152;471876;1561123;0;S
173389;471977;1558913;471893;1558860;0;S
173392;471859;1552758;471891;1552802;0;S
173395;471861;1558380;471872;1558389;0;S
173398;471868;1558635;471898;1558588;0;S
173401;471885;1559203;471872;1559222;0;S
173404;471907;1558627;471881;1558623;0;S
173407;471979;1558939;471886;1558892;0;S
173410;471859;1557628;471854;1557632;0;S
173413;471856;1552934;471860;1552931;0;S
173416;471853;1557686;471872;1557735;0;S
173419;471881;1557836;471865;1557867;0;S
173422;471885;1558299;471856;1558283;0;S
173425;471888;1559355;471857;1559331;0;S
173428;471900;1561226;471902;1561246;0;N
173431;471921;1561687;471891;1561740;0;N
173434;471859;1559015;471903;1559012;0;N
173437;471849;1557679;471887;1557639;0;S
173440;471954;1558942;471904;1558886;0;S
173443;471858;1561304;471859;1561281;0;S
173446;471862;1554555;471888;1554570;0;N
173449;471884;1558255;471860;1558205;0;S
173452;471901;1552907;471893;1552907;0;S
173455;471889;1552934;471905;1552927;0;S
173458;471866;1558380;471861;1558405;0;S
173461;471871;1558572;471909;1558603;0;S
173464;471901;1553004;471855;1552994;0;S
173467;471903;1552943;471858;1552927;0;N
173470;471883;1553017;471882;1553024;0;S
173473;471866;1556302;471876;1556277;0;S
173476;471865;1553042;471876;1553025;0;N
173479;471898;1553021;471887;1553051;0;N
173482;471897;1553073;471889;1553072;0;S
173485;471876;1558316;471865;1558299;0;N
173488;471912;1559045;471891;1559036;0;S
173491;471971;1558945;471894;1558897;0;S
173494;471845;1553378;471893;1553376;0;S
173497;471943;1559052;471876;1559085;0;N
173500;471907;1556308;471896;1556295;0;S
173503;471885;1558348;471894;1558341;0;S
173506;471897;1558526;471860;1558544;0;S
173509;471849;1559327;471875;1559296;0;S
173512;471918;1561160;471892;1561201;0;N
173515;471909;1561217;471908;1561189;0;N
173518;471908;1561444;471906;1561453;0;N
173521;471872;1557478;471866;1557468;0;S
173524;471899;1553433;471895;1553429;0;S
173527;471865;1561717;471877;1561767;0;S
173530;471927;1553017;471862;1553030;0;S
173533;471922;1553116;471868;1553109;0;S
173536;471875;1553099;471910;1553137;0;S
173539;471852;1557022;471897;1557010;0;S
173542;471893;1557311;471886;1557266;0;S
173545;471886;1558261;471913;1558252;0;S
173548;471934;1559148;471894;1559171;0;N
173551;471906;1552936;471886;1552905;0;S
173554;471876;1552937;471894;1552947;0;S
173557;471875;1556393;471872;1556421;0;S
173560;471891;1556397;471875;1556403;0;S
173563;471839;1556402;471893;1556422;0;S
173566;471887;1556390;471869;1556402;0;S
173569;471891;1556418;471893;1556370;0;S
173572;471849;1557588;471860;1557593;0;S
173575;471856;1558289;471880;1558339;0;S
173578;471910;1558507;471898;1558522;0;N
173581;471915;1559120;471880;1559144;0;S
173584;471849;1561297;471896;1561252;0;S
173587;471870;1561404;471902;1561437;0;S
173590;471909;1558518;471869;1558537;0;S
173593;471881;1553106;471885;1553082;0;S
173596;471925;1556353;471878;1556351;0;S
173599;471904;1559001;471891;1559008;0;S
173602;471906;1558617;471901;1558666;0;S
173605;471823;1558042;471903;1558093;0;S
173608;471922;1553124;471906;1553081;0;S
173611;471916;1561133;471871;1561162;0;S
173614;471873;1558614;471900;1558596;0;S
173617;471885;1553058;471913;1553034;0;S
173620;471910;1556350;471915;1556316;0;S
173623;471877;1558256;471880;1558270;0;S
173626;471932;1552954;471907;1552954;0;S
173629;471871;1553393;471902;1553396;0;S
173632;471861;1561428;471893;1561421;0;S
173635;471920;1552838;471895;1552795;0;S
173638;471902;1552930;471889;1552897;0;S
173641;471905;1552858;471887;1552910;0;N
173644;471858;1557605;471916;1557576;0;S
173647;471860;1557699;471881;1557697;0;S
173650;471877;1558255;471909;1558171;0;S
173653;471877;1561160;471878;1561180;0;S
173656;471888;1556302;471913;1556288;0;S
173659;471897;1552834;471910;1552834;0;S
173662;471884;1556312;471903;1556316;0;S
173665;471895;1557673;471884;1557681;0;S
173668;471845;1558578;471900;1558580;0;S
173671;471893;1561423;471899;1561465;0;S
173674;471906;1557598;471871;1557615;0;S
173677;471863;1552891;471896;1552924;0;S
173680;471887;1553019;471917;1553012;0;S
173683;471928;1557742;471879;1557818;0;N
173686;471876;1558393;471897;1558361;0;S
173689;471859;1558599;471916;1558583;0;S
173692;471892;1552971;471911;1552945;0;S
173695;471849;1557064;471875;1557001;0;N
173698;471868;1557710;471913;1557670;0;N
173701;471899;1558435;471910;1558453;0;S
173704;471854;1556296;471846;1556333;0;S
173707;471891;1557444;471867;1557463;0;N
173710;471867;1557413;471851;1557426;0;N
173713;471858;1557343;471855;1557399;0;N
173716;471882;1557413;471881;1557419;0;S
173719;471864;1553130;471875;1553126;0;S
173722;471833;1553158;471863;1553176;0;S
173725;471866;1553163;471861;1553116;0;N
173728;471869;1553121;471907;1553119;0;S
173731;471905;1553160;471895;1553125;0;S
173734;471879;1557762;471871;1557799;0;S
173737;471878;1557756;471849;1557789;0;S
173740;471858;1558870;471885;1558853;0;S
173743;471884;1556821;471876;1556875;0;N
173746;471911;1558178;471916;1558201;0;S
173749;471825;1556898;471849;1556910;0;S
173752;471853;1552782;471830;1552812;0;S
173755;471858;1557837;471856;1557840;0;S
173758;471850;1557856;471837;1557865;0;S
173761;471838;1557819;471881;1557802;0;S
173764;471841;1557601;471828;1557614;0;S
173767;471852;1557095;471829;1557110;0;S
173770;471843;1557138;471842;1557128;0;S
173773;471866;1557142;471887;1557164;0;S
173776;471858;1562658;471859;1562638;0;S
173779;471871;1562607;471882;1562591;0;S
173782;471907;1562603;471885;1562599;0;S
173785;471889;1562627;471869;1562563;0;S
173788;471864;1556427;471831;1556390;0;S
173791;471872;1556417;471884;1556440;0;S
173794;471881;1556387;471896;1556406;0;S
173797;471872;1556418;471894;1556395;0;S
173800;471839;1556410;471876;1556367;0;S
173803;471877;1556379;471906;1556397;0;S
173806;471825;1556912;471838;1556894;0;S
